订单 Id,利润率,记录数,制造商,产品名称,利润,发货日期,国家,地区,城市,子类别,客户名称,折扣,数量,省/自治区,类别,细分,订单日期,邮寄方式,销售额
CN-2012-2042105,0.1,1,Harbour Creations,"Harbour Creations 有色标签, 红色",29.0,2013/9/15,中国,华东,温州,标签,毛刚,0.0,5,浙江,办公用品,消费者,2013/9/10,标准级,297.0
CN-2012-2042105,-0.05,1,贝尔金,"贝尔金 路由器, 回收",-72.0,2013/9/15,中国,华东,温州,配件,毛刚,0.4,2,浙江,技术,消费者,2013/9/10,标准级,1437.0
CN-2012-2042105,-0.63,1,Enermax,"Enermax 键区, 实惠",-203.0,2013/9/15,中国,华东,温州,配件,毛刚,0.4,2,浙江,技术,消费者,2013/9/10,标准级,321.0
CN-2013-1734605,0.39,1,GlobeWeis,"GlobeWeis 搭扣信封, 银色",45.0,2014/11/17,中国,东北,沈阳,信封,曹欢悦,0.0,2,辽宁,办公用品,小型企业,2014/11/17,当日,115.0
US-2012-5801711,0.1,1,三星,"三星 耳机, 蓝色",171.0,2013/8/10,中国,东北,临江,电话,贺升,0.0,5,吉林,技术,消费者,2013/8/5,标准级,1708.0
CN-2012-3269021,0.02,1,Tenex,"Tenex 搁板, 蓝色",20.0,2013/8/5,中国,华东,无锡,收纳具,任杰,0.0,4,江苏,办公用品,消费者,2013/8/5,当日,1020.0
US-2014-1538609,0.13,1,柯尼卡,"柯尼卡 喷墨打印机, 耐用",351.0,2015/9/7,中国,华东,东台,设备,曾辉,0.4,3,江苏,技术,消费者,2015/9/5,二级,2634.0
CN-2012-5910958,0.19,1,Avery,"Avery 标签, 耐用",14.0,2013/11/23,中国,中南,惠城,装订机,郭冬露,0.0,2,广东,办公用品,消费者,2013/11/19,标准级,73.0
CN-2015-3351509,0.22,1,Breville,"Breville 烤面包机, 黑色",156.0,2016/11/24,中国,西北,汉中,器具,范娜,0.0,2,陕西,办公用品,小型企业,2016/11/24,当日,711.0
CN-2015-3351509,0.4,1,佳能,"佳能 个人复印机, 每套两件",1066.0,2016/11/24,中国,西北,汉中,复印机,范娜,0.0,4,陕西,技术,小型企业,2016/11/24,当日,2664.0
CN-2013-3640405,0.43,1,Enermax,"Enermax 计划信息表, 回收",135.0,2014/4/20,中国,中南,怀城,纸张,袁丽华,0.0,3,广东,办公用品,公司,2014/4/20,当日,314.0
CN-2013-3640405,0.09,1,Avery,"Avery 订书机, 回收",62.0,2014/4/20,中国,中南,怀城,装订机,袁丽华,0.0,3,广东,办公用品,公司,2014/4/20,当日,689.0
CN-2013-3640405,0.18,1,Eldon,"Eldon 分层置放架, 优质",76.0,2014/4/20,中国,中南,怀城,用具,袁丽华,0.0,3,广东,家具,公司,2014/4/20,当日,422.0
CN-2013-3640405,0.49,1,Dania,"Dania 柜, 传统",647.0,2014/4/20,中国,中南,怀城,书架,袁丽华,0.0,2,广东,家具,公司,2014/4/20,当日,1320.0
CN-2013-3640405,0.25,1,Cardinal,"Cardinal 订书机, 回收",117.0,2014/4/20,中国,中南,怀城,装订机,袁丽华,0.0,2,广东,办公用品,公司,2014/4/20,当日,468.0
CN-2012-5048976,0.12,1,夏普,"夏普 个人复印机, 彩色",277.0,2013/8/29,中国,中南,鄂州,复印机,林谦,0.4,7,湖北,技术,消费者,2013/8/25,标准级,2380.0
CN-2013-1357144,0.14,1,思科,"思科 耳机, 混合尺寸",358.0,2014/5/7,中国,西北,西安,电话,丁蔓楚,0.0,6,陕西,技术,消费者,2014/5/1,标准级,2556.0
CN-2013-1357144,0.17,1,Tenex,"Tenex 文件车, 单宽度",213.0,2014/5/7,中国,西北,西安,收纳具,丁蔓楚,0.0,2,陕西,办公用品,消费者,2014/5/1,标准级,1252.0
CN-2012-3382200,0.42,1,Novimex,"Novimex 可去除的标签, 红色",95.0,2013/5/21,中国,中南,长沙,标签,麦平,0.0,5,湖南,办公用品,消费者,2013/5/17,标准级,226.0
CN-2012-3382200,0.08,1,施乐,"施乐 信纸, 回收",83.0,2013/5/21,中国,中南,长沙,纸张,麦平,0.0,5,湖南,办公用品,消费者,2013/5/17,标准级,1047.0
CN-2012-4282122,0.23,1,Memorex,"Memorex 鼠标, 耐用",122.0,2013/10/14,中国,中南,上梅,配件,孔松,0.0,4,湖南,技术,公司,2013/10/12,二级,530.0
CN-2014-2018203,0.29,1,Advantus,"Advantus 回形针, 金属",38.0,2015/5/28,中国,华东,上海,系固件,吕欢悦,0.0,2,上海,办公用品,消费者,2015/5/21,标准级,131.0
CN-2014-2018203,0.1,1,Deflect-O,"Deflect-O 框架, 耐用",100.0,2015/5/28,中国,华东,上海,用具,吕欢悦,0.0,2,上海,家具,消费者,2015/5/21,标准级,999.0
CN-2014-4985754,0.49,1,Tenex,"Tenex 门挡, 黑色",200.0,2015/8/13,中国,华东,青岛,用具,唐栋,0.0,2,山东,家具,小型企业,2015/8/12,一级,410.0
CN-2014-4985754,0.07,1,Office Star,"Office Star 折叠椅, 黑色",87.0,2015/8/13,中国,华东,青岛,椅子,唐栋,0.0,3,山东,家具,小型企业,2015/8/12,一级,1250.0
CN-2014-4985754,0.48,1,Rogers,"Rogers 文件夹, 蓝色",206.0,2015/8/13,中国,华东,青岛,收纳具,唐栋,0.0,3,山东,办公用品,小型企业,2015/8/12,一级,430.0
CN-2014-4985754,0.46,1,Stockwell,"Stockwell 按钉, 金属",60.0,2015/8/13,中国,华东,青岛,系固件,唐栋,0.0,2,山东,办公用品,小型企业,2015/8/12,一级,132.0
CN-2014-4985754,0.26,1,Tenex,"Tenex 搁板, 工业",467.0,2015/8/13,中国,华东,青岛,收纳具,唐栋,0.0,7,山东,办公用品,小型企业,2015/8/12,一级,1801.0
CN-2014-1576836,0.38,1,Enermax,"Enermax 令, 多色",159.0,2015/12/29,中国,中南,武汉,纸张,叶实,0.0,3,湖北,办公用品,公司,2015/12/27,二级,418.0
CN-2014-1576836,-0.65,1,三星,"三星 信号增强器, 蓝色",-249.0,2015/12/29,中国,中南,武汉,电话,叶实,0.4,1,湖北,技术,公司,2015/12/27,二级,382.0
CN-2015-3069391,0.2,1,SanDisk,"SanDisk 记忆卡, 实惠",315.0,2016/12/15,中国,中南,汕尾,配件,常刚,0.0,3,广东,技术,消费者,2016/12/9,标准级,1574.0
CN-2015-3069391,0.1,1,Jiffy,"Jiffy 外皮和封条, 回收",9.0,2016/12/15,中国,中南,汕尾,信封,常刚,0.0,1,广东,办公用品,消费者,2016/12/9,标准级,88.0
CN-2015-3069391,0.2,1,Chromcraft,"Chromcraft 咖啡桌, 白色",377.0,2016/12/15,中国,中南,汕尾,桌子,常刚,0.25,2,广东,家具,消费者,2016/12/9,标准级,1885.0
CN-2015-2418676,0.34,1,Eldon,"Eldon 框架, 耐用",180.0,2016/11/15,中国,华东,烟台,用具,龚松,0.0,1,山东,家具,小型企业,2016/11/9,标准级,529.0
CN-2013-1966627,0.33,1,Dania,"Dania 书库, 白色",562.0,2014/9/30,中国,西南,昆明,书架,袁丽华,0.0,1,云南,家具,公司,2014/9/28,二级,1703.0
CN-2013-1966627,0.42,1,Smead,"Smead 有色标签, 可调",64.0,2014/9/30,中国,西南,昆明,标签,袁丽华,0.0,3,云南,办公用品,公司,2014/9/28,二级,153.0
CN-2013-3006635,0.2,1,思科,"思科 智能手机, 整包",258.0,2014/8/17,中国,中南,潮州,电话,钱涛,0.0,2,广东,技术,公司,2014/8/11,标准级,1293.0
CN-2013-3006635,0.4,1,Harbour Creations,"Harbour Creations 椅垫, 可调",500.0,2014/8/17,中国,中南,潮州,椅子,钱涛,0.1,4,广东,家具,公司,2014/8/11,标准级,1251.0
CN-2015-5667067,0.1,1,Safco,"Safco 柜, 白色",240.0,2016/5/20,中国,华北,门头沟,书架,杨立勤,0.0,3,北京,家具,公司,2016/5/19,一级,2399.0
CN-2015-2295401,0.43,1,Kraft,"Kraft 搭扣信封, 红色",125.0,2016/3/17,中国,华东,济南,信封,涂德伟,0.0,5,山东,办公用品,消费者,2016/3/12,标准级,293.0
CN-2015-2166981,0.36,1,Advantus,"Advantus 相框, 耐用",672.0,2016/10/12,中国,中南,信阳,用具,邵黎明,0.0,8,河南,家具,小型企业,2016/10/8,标准级,1867.0
CN-2015-2166981,0.04,1,Harbour Creations,"Harbour Creations 折叠椅, 黑色",124.0,2016/10/12,中国,中南,信阳,椅子,邵黎明,0.1,7,河南,家具,小型企业,2016/10/8,标准级,2807.0
CN-2015-2166981,0.07,1,摩托罗拉,"摩托罗拉 智能手机, 全尺寸",299.0,2016/10/12,中国,中南,信阳,电话,邵黎明,0.0,7,河南,技术,小型企业,2016/10/8,标准级,4282.0
CN-2015-2166981,0.4,1,SanDisk,"SanDisk 键区, 回收",396.0,2016/10/12,中国,中南,信阳,配件,邵黎明,0.0,4,河南,技术,小型企业,2016/10/8,标准级,992.0
CN-2012-5339863,0.29,1,冲电器,"冲电器 打印机, 耐用",1090.0,2013/2/4,中国,华东,曲阜,设备,殷昌,0.0,3,山东,技术,消费者,2013/2/1,二级,3761.0
CN-2015-2766233,0.09,1,Stiletto,"Stiletto 开信刀, 工业",63.0,2016/6/1,中国,东北,哈尔滨,用品,李彩,0.0,5,黑龙江,办公用品,消费者,2016/5/26,标准级,700.0
CN-2015-2766233,0.18,1,Hon,"Hon 沙滩椅, 可调",40.0,2016/6/1,中国,东北,哈尔滨,椅子,李彩,0.0,1,黑龙江,家具,消费者,2016/5/26,标准级,222.0
CN-2013-2706465,0.01,1,Elite,"Elite 开信刀, 蓝色",6.0,2014/8/22,中国,中南,湘潭,用品,常刚,0.0,5,湖南,办公用品,消费者,2014/8/16,标准级,637.0
CN-2013-2706465,0.43,1,Accos,"Accos 图钉, 每包 12 个",52.0,2014/8/22,中国,中南,湘潭,系固件,常刚,0.0,2,湖南,办公用品,消费者,2014/8/16,标准级,122.0
CN-2013-2706465,0.11,1,Hon,"Hon 圆桌, 组装",193.0,2014/8/22,中国,中南,湘潭,桌子,常刚,0.25,1,湖南,家具,消费者,2014/8/16,标准级,1811.0
US-2014-4505574,0.02,1,Hewlett,"Hewlett 墨水, 红色",20.0,2015/1/30,中国,西南,内江,复印机,佘彩,0.4,3,四川,技术,消费者,2015/1/24,标准级,1234.0
US-2014-4505574,-0.02,1,Cuisinart,"Cuisinart 烤面包机, 黑色",-8.0,2015/1/30,中国,西南,内江,器具,佘彩,0.4,3,四川,办公用品,消费者,2015/1/24,标准级,444.0
CN-2012-4687313,0.08,1,Stockwell,"Stockwell 图钉, 混合尺寸",24.0,2013/9/29,中国,中南,洛阳,系固件,陈嫒,0.0,6,广东,办公用品,消费者,2013/9/27,一级,297.0
CN-2012-4687313,0.1,1,Wilson Jones,"Wilson Jones 标签, 耐用",4.0,2013/9/29,中国,中南,洛阳,装订机,陈嫒,0.0,1,广东,办公用品,消费者,2013/9/27,一级,37.0
CN-2013-5642637,0.22,1,Hon,"Hon 可去除的标签, 红色",20.0,2014/5/20,中国,华东,徐州,标签,秦诚,0.0,2,江苏,办公用品,公司,2014/5/16,标准级,94.0
CN-2013-5642637,0.44,1,Smead,"Smead 盒, 单宽度",44.0,2014/5/20,中国,华东,徐州,收纳具,秦诚,0.0,2,江苏,办公用品,公司,2014/5/16,标准级,101.0
CN-2013-5642637,0.23,1,Smead,"Smead 锁柜, 工业",1494.0,2014/5/20,中国,华东,徐州,收纳具,秦诚,0.0,7,江苏,办公用品,公司,2014/5/16,标准级,6497.0
CN-2015-3577786,0.15,1,Enermax,"Enermax 计划信息表, 多色",33.0,2016/9/19,中国,中南,海口,纸张,钟忠,0.0,2,海南,办公用品,小型企业,2016/9/15,标准级,223.0
CN-2012-2045726,0.12,1,贝尔金,"贝尔金 记忆卡, 回收",73.0,2013/6/21,中国,东北,鞍山,配件,涂丽,0.4,2,辽宁,技术,消费者,2013/6/17,标准级,631.0
CN-2015-4347413,0.15,1,Hon,"Hon 文件夹标签, 可调",22.0,2016/10/21,中国,华东,亳州,标签,杨立勤,0.0,5,安徽,办公用品,公司,2016/10/16,二级,153.0
CN-2015-4347413,0.01,1,Sauder,"Sauder 墙角架, 金属",13.0,2016/10/21,中国,华东,亳州,书架,杨立勤,0.0,2,安徽,家具,公司,2016/10/16,二级,1370.0
CN-2015-4347413,0.3,1,Dania,"Dania 书库, 传统",1522.0,2016/10/21,中国,华东,亳州,书架,杨立勤,0.0,3,安徽,家具,公司,2016/10/16,二级,5074.0
CN-2015-4347413,0.26,1,Elite,"Elite 美工刀, 工业",133.0,2016/10/21,中国,华东,亳州,用品,杨立勤,0.0,3,安徽,办公用品,公司,2016/10/16,二级,511.0
CN-2015-4037167,0.31,1,Acme,"Acme 美工刀, 钢",108.0,2016/7/22,中国,华东,济宁,用品,佘凤,0.0,2,山东,办公用品,公司,2016/7/20,二级,347.0
CN-2015-4037167,0.49,1,Eldon,"Eldon 门挡, 优质",557.0,2016/7/22,中国,华东,济宁,用具,佘凤,0.0,5,山东,家具,公司,2016/7/20,二级,1138.0
CN-2015-4537572,0.32,1,Tenex,"Tenex 盘, 单宽度",81.0,2016/11/29,中国,华北,忻州,收纳具,田江丽,0.0,1,山西,办公用品,公司,2016/11/24,标准级,253.0
CN-2013-3197896,0.1,1,Dania,"Dania 搁架, 黑色",48.0,2014/5/16,中国,东北,朝阳,书架,袁平,0.4,1,辽宁,家具,公司,2014/5/11,二级,478.0
CN-2013-3197896,-0.65,1,宜家,"宜家 书架, 金属",-1111.0,2014/5/16,中国,东北,朝阳,书架,袁平,0.4,5,辽宁,家具,公司,2014/5/11,二级,1709.0
CN-2015-4190541,0.41,1,Hon,"Hon 摇椅, 可调",1019.0,2016/10/2,中国,华北,天津,椅子,许凤,0.0,4,天津,家具,公司,2016/9/26,标准级,2485.0
CN-2015-4190541,0.25,1,佳能,"佳能 传真机, 每套两件",1114.0,2016/10/2,中国,华北,天津,复印机,许凤,0.0,3,天津,技术,公司,2016/9/26,标准级,4457.0
CN-2014-1398732,0.18,1,Eldon,"Eldon 相框, 耐用",139.0,2015/11/12,中国,中南,珠海,用具,牛德伟,0.0,3,广东,家具,消费者,2015/11/8,标准级,772.0
CN-2014-2116724,0.19,1,Enermax,"Enermax 记忆卡, 可编程",513.0,2015/8/17,中国,东北,尚志,配件,杨欢,0.0,5,黑龙江,技术,公司,2015/8/14,二级,2704.0
CN-2014-2116724,0.4,1,Advantus,"Advantus 门挡, 一包多件",421.0,2015/8/17,中国,东北,尚志,用具,杨欢,0.0,5,黑龙江,家具,公司,2015/8/14,二级,1052.0
CN-2012-5386927,0.12,1,施乐,"施乐 备忘录便条, 回收",7.0,2013/11/1,中国,中南,惠州,纸张,黄涛,0.0,1,广东,办公用品,小型企业,2013/10/27,标准级,63.0
CN-2012-5386927,0.43,1,Stockwell,"Stockwell 图钉, 每包 12 个",151.0,2013/11/1,中国,中南,惠州,系固件,黄涛,0.0,6,广东,办公用品,小型企业,2013/10/27,标准级,352.0
CN-2014-2747579,0.24,1,施乐,"施乐 笔记本, 优质",59.0,2015/12/9,中国,华东,上海,纸张,郭莲,0.0,2,上海,办公用品,消费者,2015/12/6,一级,246.0
CN-2013-5448418,0.32,1,Ames,"Ames 商业信封, 红色",54.0,2014/8/8,中国,华东,济宁,信封,廖立,0.0,2,山东,办公用品,小型企业,2014/8/8,当日,170.0
CN-2013-5448418,0.47,1,Avery,"Avery 装订机, 实惠",28.0,2014/8/8,中国,华东,济宁,装订机,廖立,0.0,1,山东,办公用品,小型企业,2014/8/8,当日,60.0
CN-2013-5448418,0.29,1,Acme,"Acme 修剪器, 工业",437.0,2014/8/8,中国,华东,济宁,用品,廖立,0.0,7,山东,办公用品,小型企业,2014/8/8,当日,1509.0
CN-2014-1318873,0.37,1,Cameo,"Cameo 搭扣信封, 银色",41.0,2015/10/14,中国,华东,萍乡,信封,刘明,0.0,2,江西,办公用品,公司,2015/10/8,标准级,111.0
CN-2012-4757147,0.28,1,Avery,"Avery 装订机盖, 耐用",33.0,2013/8/5,中国,华东,青岛,装订机,蔡梦,0.0,2,山东,办公用品,消费者,2013/7/30,标准级,117.0
CN-2015-2511714,0.03,1,Eldon,"Eldon 盘, 工业",27.0,2016/12/18,中国,西南,成都,收纳具,陶惠,0.0,4,四川,办公用品,小型企业,2016/12/14,标准级,904.0
US-2015-4769676,0.13,1,Novimex,"Novimex 文件夹标签, 耐用",26.0,2016/10/4,中国,中南,醴陵,标签,佘凤,0.0,5,湖南,办公用品,公司,2016/9/30,标准级,202.0
CN-2013-1399108,0.35,1,Rogers,"Rogers 锁柜, 工业",1039.0,2014/10/11,中国,华东,临清,收纳具,胡凤,0.0,3,山东,办公用品,消费者,2014/10/9,二级,2969.0
CN-2013-5488732,0.28,1,Kraft,"Kraft 外皮和封条, 回收",50.0,2014/11/23,中国,华东,上海,信封,余凤,0.0,2,上海,办公用品,消费者,2014/11/23,当日,180.0
US-2012-1312334,0.0,1,SanDisk,"SanDisk 键区, 回收",0.0,2013/1/10,中国,华东,常州,配件,贺鹏,0.4,3,江苏,技术,小型企业,2013/1/5,标准级,447.0
CN-2012-3097655,0.46,1,Stockwell,"Stockwell 按钉, 整包",150.0,2013/11/1,中国,中南,长沙,系固件,陶德伟,0.0,5,湖南,办公用品,消费者,2013/10/27,标准级,326.0
CN-2012-3097655,0.15,1,Hamilton Beach,"Hamilton Beach 微波炉, 红色",395.0,2013/11/1,中国,中南,长沙,器具,陶德伟,0.0,2,湖南,办公用品,消费者,2013/10/27,标准级,2637.0
CN-2015-4836537,0.3,1,Eldon,"Eldon 文件车, 蓝色",537.0,2016/8/12,中国,华东,高密,收纳具,潘盛,0.0,3,山东,办公用品,消费者,2016/8/5,标准级,1790.0
CN-2015-1103148,0.31,1,Breville,"Breville 炉灶, 红色",1625.0,2016/9/21,中国,华东,莆田,器具,何根基,0.0,2,福建,办公用品,公司,2016/9/17,标准级,5241.0
CN-2013-1715632,0.19,1,Smead,"Smead 文件车, 工业",228.0,2014/10/19,中国,西北,西安,收纳具,袁松,0.0,2,陕西,办公用品,消费者,2014/10/15,标准级,1203.0
US-2012-3588463,-0.1,1,Stanley,"Stanley 画布, 整包",-56.0,2013/11/25,中国,中南,潮州,美术,钱珊,0.2,3,广东,办公用品,公司,2013/11/25,当日,557.0
US-2012-3588463,0.26,1,Enermax,"Enermax 键区, 回收",334.0,2013/11/25,中国,中南,潮州,配件,钱珊,0.0,5,广东,技术,公司,2013/11/25,当日,1287.0
US-2012-3588463,0.35,1,Fellowes,"Fellowes 文件夹, 单宽度",43.0,2013/11/25,中国,中南,潮州,收纳具,钱珊,0.0,1,广东,办公用品,公司,2013/11/25,当日,123.0
US-2012-3588463,0.01,1,夏普,"夏普 复印机, 每套两件",44.0,2013/11/25,中国,中南,潮州,复印机,钱珊,0.0,4,广东,技术,公司,2013/11/25,当日,4469.0
US-2012-3588463,0.5,1,Jiffy,"Jiffy 邮寄品, 回收",252.0,2013/11/25,中国,中南,潮州,信封,钱珊,0.0,3,广东,办公用品,公司,2013/11/25,当日,504.0
US-2012-3588463,0.1,1,夏普,"夏普 墨水, 红色",114.0,2013/11/25,中国,中南,潮州,复印机,钱珊,0.0,2,广东,技术,公司,2013/11/25,当日,1144.0
CN-2012-3678373,0.41,1,Cameo,"Cameo 搭扣信封, 每套 50 个",72.0,2014/1/1,中国,华东,宿州,信封,庄伟,0.0,4,安徽,办公用品,小型企业,2013/12/27,标准级,178.0
CN-2012-3678373,0.14,1,Office Star,"Office Star 折叠椅, 可调",184.0,2014/1/1,中国,华东,宿州,椅子,庄伟,0.0,3,安徽,家具,小型企业,2013/12/27,标准级,1319.0
CN-2012-3678373,-0.07,1,Chromcraft,"Chromcraft 培训桌, 白色",-67.0,2014/1/1,中国,华东,宿州,桌子,庄伟,0.25,1,安徽,家具,小型企业,2013/12/27,标准级,1001.0
CN-2012-3678373,0.37,1,Rogers,"Rogers 文件夹, 金属",257.0,2014/1/1,中国,华东,宿州,收纳具,庄伟,0.0,5,安徽,办公用品,小型企业,2013/12/27,标准级,694.0
CN-2012-3678373,0.38,1,佳能,"佳能 个人复印机, 数字化",757.0,2014/1/1,中国,华东,宿州,复印机,庄伟,0.0,3,安徽,技术,小型企业,2013/12/27,标准级,1993.0
CN-2013-2548759,0.37,1,Hon,"Hon 有色标签, 耐用",23.0,2014/8/15,中国,东北,铁岭,标签,沈聪,0.0,1,辽宁,办公用品,消费者,2014/8/11,标准级,62.0
CN-2013-5058012,0.21,1,Safco,"Safco 搁架, 传统",578.0,2014/8/19,中国,华北,石家庄,书架,贾伟,0.0,3,河北,家具,消费者,2014/8/14,二级,2754.0
CN-2013-5058012,0.04,1,佳能,"佳能 传真复印机, 每套两件",143.0,2014/8/19,中国,华北,石家庄,复印机,贾伟,0.0,4,河北,技术,消费者,2014/8/14,二级,3572.0
CN-2014-2190451,-0.08,1,Rubbermaid,"Rubvermaid 相框, 优质",-59.0,2015/1/15,中国,华东,苏州,用具,余毅,0.4,5,江苏,家具,公司,2015/1/10,标准级,705.0
CN-2014-5434393,0.48,1,Avery,"Avery 标签, 回收",60.0,2015/8/17,中国,华东,九江,装订机,熊临耀,0.0,4,江西,办公用品,消费者,2015/8/13,标准级,125.0
US-2015-4027651,0.12,1,佳能,"佳能 墨水, 数字化",239.0,2016/9/20,中国,华东,无锡,复印机,彭博,0.4,5,江苏,技术,公司,2016/9/16,标准级,2055.0
CN-2014-3737485,0.2,1,Harbour Creations,"Harbour Creations 凳子, 红色",336.0,2015/2/1,中国,西北,石河子,椅子,麦德,0.0,2,新疆,家具,公司,2015/1/28,标准级,1681.0
CN-2014-5235171,0.22,1,Eaton,"Eaton 计划信息表, 优质",63.0,2015/5/23,中国,华东,丰县,纸张,贾嫒,0.0,3,江苏,办公用品,公司,2015/5/17,标准级,288.0
CN-2014-3867173,0.11,1,Hoover,"Hoover 咖啡研磨机, 银色",178.0,2016/1/1,中国,华北,长治,器具,徐虎,0.0,5,山西,办公用品,消费者,2015/12/28,标准级,1623.0
US-2015-4896054,-0.35,1,Avery,"Avery 标签, 耐用",-47.0,2016/6/28,中国,中南,襄樊,装订机,吕欢悦,0.4,6,湖北,办公用品,小型企业,2016/6/22,标准级,132.0
US-2015-4988987,0.26,1,Sauder,"Sauder 墙角架, 白色",182.0,2016/9/2,中国,东北,哈尔滨,书架,郝立勤,0.0,1,黑龙江,家具,消费者,2016/8/28,标准级,699.0
CN-2013-3815654,0.43,1,Smead,"Smead 可去除的标签, 可调",50.0,2014/4/21,中国,华东,淮南,标签,龙谦,0.0,3,安徽,办公用品,消费者,2014/4/19,二级,118.0
CN-2013-3815654,0.09,1,Fiskars,"Fiskars 大剪刀, 蓝色",60.0,2014/4/21,中国,华东,淮南,用品,龙谦,0.0,3,安徽,办公用品,消费者,2014/4/19,二级,667.0
CN-2013-3815654,0.0,1,Kraft,"Kraft 外皮和封条, 每套 50 个",0.0,2014/4/21,中国,华东,淮南,信封,龙谦,0.0,3,安徽,办公用品,消费者,2014/4/19,二级,287.0
CN-2013-3815654,0.2,1,诺基亚,"诺基亚 信号增强器, 全尺寸",514.0,2014/4/21,中国,华东,淮南,电话,龙谦,0.0,4,安徽,技术,消费者,2014/4/19,二级,2572.0
CN-2013-3815654,0.42,1,Eaton,"Eaton 信纸, 优质",265.0,2014/4/21,中国,华东,淮南,纸张,龙谦,0.0,3,安徽,办公用品,消费者,2014/4/19,二级,633.0
CN-2013-3815654,0.16,1,Hamilton Beach,"Hamilton Beach 烤面包机, 银色",43.0,2014/4/21,中国,华东,淮南,器具,龙谦,0.0,1,安徽,办公用品,消费者,2014/4/19,二级,272.0
CN-2014-1738807,0.17,1,OIC,"OIC 橡皮筋, 整包",54.0,2015/5/28,中国,中南,长沙,系固件,苏姝,0.0,4,湖南,办公用品,小型企业,2015/5/25,二级,319.0
CN-2014-5642637,0.22,1,BIC,"BIC 画布, 混合尺寸",117.0,2015/8/21,中国,华东,泉州,美术,涂珑,0.0,2,福建,办公用品,小型企业,2015/8/20,一级,531.0
CN-2014-5642637,0.5,1,Accos,"Accos 夹子, 金属",91.0,2015/8/21,中国,华东,泉州,系固件,涂珑,0.0,2,福建,办公用品,小型企业,2015/8/20,一级,182.0
CN-2014-5642637,0.12,1,Fellowes,"Fellowes 文件车, 单宽度",307.0,2015/8/21,中国,华东,泉州,收纳具,涂珑,0.0,4,福建,办公用品,小型企业,2015/8/20,一级,2564.0
CN-2014-5642637,0.22,1,Avery,"Avery 有色标签, 耐用",42.0,2015/8/21,中国,华东,泉州,标签,涂珑,0.0,3,福建,办公用品,小型企业,2015/8/20,一级,192.0
CN-2015-1340062,-0.1,1,Hon,"Hon 凳子, 黑色",-136.0,2016/6/23,中国,中南,清远,椅子,佘莲,0.1,2,广东,家具,消费者,2016/6/17,标准级,1354.0
CN-2015-1340062,0.07,1,OIC,"OIC 订书钉, 金属",18.0,2016/6/23,中国,中南,清远,系固件,佘莲,0.0,5,广东,办公用品,消费者,2016/6/17,标准级,267.0
CN-2013-4682811,0.2,1,Smead,"Smead 合法证物标签, 红色",50.0,2014/2/12,中国,中南,浯溪,标签,贺鹏,0.0,5,湖南,办公用品,小型企业,2014/2/8,标准级,255.0
CN-2013-4682811,0.06,1,Wilson Jones,"Wilson Jones 订书机, 回收",14.0,2014/2/12,中国,中南,浯溪,装订机,贺鹏,0.0,1,湖南,办公用品,小型企业,2014/2/8,标准级,230.0
CN-2015-4619981,0.48,1,Rogers,"Rogers 文件夹, 蓝色",206.0,2016/8/23,中国,中南,揭阳,收纳具,徐莲,0.0,3,广东,办公用品,消费者,2016/8/21,二级,430.0
US-2014-5578438,-0.47,1,Cuisinart,"Cuisinart 搅拌机, 红色",-614.0,2015/11/18,中国,华东,宁波,器具,施梦,0.4,7,浙江,办公用品,公司,2015/11/13,标准级,1313.0
CN-2015-4326007,0.14,1,Harbour Creations,"Harbour Creations 文件夹标签, 可调",13.0,2016/12/19,中国,中南,长沙,标签,施奇,0.0,3,湖南,办公用品,消费者,2016/12/16,一级,93.0
CN-2013-1850111,0.49,1,Novimex,"Novimex 折叠椅, 可调",1162.0,2014/10/6,中国,华东,南麻,椅子,郭刚,0.0,6,山东,家具,公司,2014/10/1,标准级,2372.0
CN-2013-1850111,0.5,1,Binney & Smith,"Binney & Smith 荧光笔, 蓝色",270.0,2014/10/6,中国,华东,南麻,美术,郭刚,0.0,7,山东,办公用品,公司,2014/10/1,标准级,542.0
CN-2013-1850111,0.1,1,SanDisk,"SanDisk 信纸, 回收",90.0,2014/10/6,中国,华东,南麻,纸张,郭刚,0.0,4,山东,办公用品,公司,2014/10/1,标准级,902.0
CN-2013-1850111,0.08,1,Kraft,"Kraft 搭扣信封, 每套 50 个",10.0,2014/10/6,中国,华东,南麻,信封,郭刚,0.0,3,山东,办公用品,公司,2014/10/1,标准级,126.0
CN-2013-1850111,0.1,1,GlobeWeis,"GlobeWeis 马尼拉纸信封, 银色",42.0,2014/10/6,中国,华东,南麻,信封,郭刚,0.0,3,山东,办公用品,公司,2014/10/1,标准级,417.0
CN-2013-1850111,0.13,1,Ames,"Ames 邮寄品, 回收",168.0,2014/10/6,中国,华东,南麻,信封,郭刚,0.0,8,山东,办公用品,公司,2014/10/1,标准级,1294.0
CN-2012-5588801,0.08,1,Office Star,"Office Star 凳子, 每套两件",328.0,2013/12/28,中国,华东,景德镇,椅子,廖宣,0.0,5,江西,家具,消费者,2013/12/26,一级,4111.0
CN-2012-5588801,0.47,1,Hoover,"Hoover 咖啡研磨机, 白色",293.0,2013/12/28,中国,华东,景德镇,器具,廖宣,0.0,2,江西,办公用品,消费者,2013/12/26,一级,625.0
CN-2012-5588801,0.35,1,GlobeWeis,"GlobeWeis 商业信封, 红色",238.0,2013/12/28,中国,华东,景德镇,信封,廖宣,0.0,7,江西,办公用品,消费者,2013/12/26,一级,682.0
