订单 Id,利润率,记录数,制造商,产品名称,利润,发货日期,国家,地区,城市,子类别,客户名称,折扣,数量,省/自治区,类别,细分,订单日期,邮寄方式,销售额
US-2012-1951831,-0.45 ,1,Chromcraft,"Chromcraft 会议桌, 长方形",-2193.00 ,2013/10/14,中国,东北,鞍山,桌子,唐婉,0.60 ,3,辽宁,家具,小型企业,2013/10/13,一级,4873.00 
CN-2015-4070986,0.15 ,1,SanDisk,"SanDisk 笔记本, 优质",63.00 ,2016/2/26,中国,西南,遵义,纸张,蒋光,0.00 ,3,贵州,办公用品,小型企业,2016/2/24,一级,417.00 
CN-2015-4070986,0.12 ,1,Harbour Creations,"Harbour Creations 可去除的标签, 耐用",18.00 ,2016/2/26,中国,西南,遵义,标签,蒋光,0.00 ,3,贵州,办公用品,小型企业,2016/2/24,一级,150.00 
CN-2015-4070986,0.21 ,1,Enermax,"Enermax 备忘录便条, 回收",15.00 ,2016/2/26,中国,西南,遵义,纸张,蒋光,0.00 ,1,贵州,办公用品,小型企业,2016/2/24,一级,73.00 
CN-2015-4070986,0.39 ,1,Hoover,"Hoover 烤面包机, 银色",461.00 ,2016/2/26,中国,西南,遵义,器具,蒋光,0.00 ,3,贵州,办公用品,小型企业,2016/2/24,一级,1181.00 
CN-2015-4070986,0.21 ,1,BIC,"BIC 荧光笔, 混合尺寸",43.00 ,2016/2/26,中国,西南,遵义,美术,蒋光,0.00 ,2,贵州,办公用品,小型企业,2016/2/24,一级,206.00 
US-2014-3581392,-0.33 ,1,Hewlett,"Hewlett 传真复印机, 每套两件",-540.00 ,2015/12/11,中国,东北,营口,复印机,潘莞颖,0.40 ,3,辽宁,技术,消费者,2015/12/6,标准级,1620.00 
US-2014-3581392,0.02 ,1,Eldon,"Eldon 相框, 一包多件",8.00 ,2015/12/11,中国,东北,营口,用具,潘莞颖,0.40 ,3,辽宁,家具,消费者,2015/12/6,标准级,489.00 
CN-2015-5443541,0.05 ,1,Cuisinart,"Cuisinart 冰箱, 银色",417.00 ,2016/6/24,中国,西北,肃州,器具,巩虢,0.40 ,6,甘肃,办公用品,公司,2016/6/20,标准级,8347.00 
CN-2015-5834341,0.14 ,1,思科,"思科 耳机, 混合尺寸",179.00 ,2016/6/12,中国,华北,天津,电话,常崆,0.00 ,3,天津,技术,消费者,2016/6/7,二级,1278.00 
CN-2013-4150128,-0.28 ,1,Cuisinart,"Cuisinart 搅拌机, 白色",-207.00 ,2014/1/8,中国,华东,宁波,器具,洪毅,0.40 ,4,浙江,办公用品,公司,2014/1/3,二级,729.00 
CN-2013-4150128,-0.52 ,1,贝尔金,"贝尔金 键区, 耐用",-420.00 ,2014/1/8,中国,华东,宁波,配件,洪毅,0.40 ,5,浙江,技术,公司,2014/1/3,二级,811.00 
CN-2013-4150128,-0.47 ,1,Harbour Creations,"Harbour Creations 摇椅, 可调",-195.00 ,2014/1/8,中国,华东,宁波,椅子,洪毅,0.40 ,1,浙江,家具,公司,2014/1/3,二级,419.00 
CN-2013-4150128,-0.15 ,1,Hon,"Hon 凳子, 可调",-140.00 ,2014/1/8,中国,华东,宁波,椅子,洪毅,0.40 ,2,浙江,家具,公司,2014/1/3,二级,930.00 
CN-2013-1966017,0.08 ,1,Novimex,"Novimex 扶手椅, 每套两件",451.00 ,2014/11/17,中国,中南,郑州,椅子,徐虹,0.10 ,3,河南,家具,公司,2014/11/13,二级,5799.00 
CN-2014-5591257,0.37 ,1,诺基亚,"诺基亚 耳机, 整包",126.00 ,2015/10/28,中国,华东,厦门,电话,吕兰,0.00 ,1,福建,技术,消费者,2015/10/22,标准级,342.00 
CN-2014-3566090,-2.55 ,1,Boston,"Boston 铅笔刀, 金属",-144.00 ,2015/4/16,中国,中南,随州,美术,余晨,0.80 ,2,湖北,办公用品,消费者,2015/4/12,标准级,56.00 
CN-2015-4395048,0.34 ,1,Sauder,"Sauder 书架, 传统",2794.00 ,2016/8/17,中国,华东,胶南,书架,吕灵,0.00 ,12,山东,家具,消费者,2016/8/12,标准级,8222.00 
CN-2015-4395048,0.47 ,1,Eldon,"Eldon 锁柜, 单宽度",868.00 ,2016/8/17,中国,华东,胶南,收纳具,吕灵,0.00 ,2,山东,办公用品,消费者,2016/8/12,标准级,1847.00 
CN-2015-4395048,0.11 ,1,Avery,"Avery 有色标签, 可调",17.00 ,2016/8/17,中国,华东,胶南,标签,吕灵,0.00 ,3,山东,办公用品,消费者,2016/8/12,标准级,157.00 
CN-2015-4395048,0.13 ,1,Ames,"Ames 邮寄品, 回收",42.00 ,2016/8/17,中国,华东,胶南,信封,吕灵,0.00 ,2,山东,办公用品,消费者,2016/8/12,标准级,323.00 
CN-2015-4395048,0.05 ,1,摩托罗拉,"摩托罗拉 办公室电话机, 整包",50.00 ,2016/8/17,中国,华东,胶南,电话,吕灵,0.00 ,3,山东,技术,消费者,2016/8/12,标准级,1006.00 
CN-2015-4395048,0.39 ,1,Novimex,"Novimex 扶手椅, 黑色",3316.00 ,2016/8/17,中国,华东,胶南,椅子,吕灵,0.00 ,4,山东,家具,消费者,2016/8/12,标准级,8503.00 
CN-2015-4395048,0.18 ,1,佳能,"佳能 复印机, 数字化",659.00 ,2016/8/17,中国,华东,胶南,复印机,吕灵,0.00 ,3,山东,技术,消费者,2016/8/12,标准级,3665.00 
CN-2013-5308381,0.27 ,1,Binney & Smith,"Binney & Smith 钢笔, 混合尺寸",15.00 ,2014/1/13,中国,中南,唐河,美术,邢良,0.20 ,1,河南,办公用品,消费者,2014/1/11,二级,56.00 
US-2014-3850588,-0.63 ,1,Barricks,"Barricks 培训桌, 长方形",-369.00 ,2015/11/25,中国,中南,鄂州,桌子,余丽娜,0.60 ,1,湖北,家具,消费者,2015/11/20,标准级,590.00 
CN-2015-5948224,0.38 ,1,SanDisk,"SanDisk 键区, 实惠",98.00 ,2016/5/16,中国,东北,四平,配件,陈爽,0.00 ,1,吉林,技术,小型企业,2016/5/12,标准级,258.00 
US-2014-5266113,-0.07 ,1,Wilson Jones,"Wilson Jones 装订机, 回收",-8.00 ,2015/8/29,中国,华东,泰兴,装订机,陶巧,0.40 ,3,江苏,办公用品,消费者,2015/8/26,一级,112.00 
US-2014-5266113,-0.03 ,1,Office Star,"Office Star 椅垫, 黑色",-12.00 ,2015/8/29,中国,华东,泰兴,椅子,陶巧,0.40 ,2,江苏,家具,消费者,2015/8/26,一级,355.00 
CN-2015-5579550,0.02 ,1,Cardinal,"Cardinal 孔加固材料, 耐用",3.00 ,2016/4/11,中国,中南,钦州,装订机,许绅,0.00 ,6,广西,办公用品,消费者,2016/4/7,标准级,192.00 
CN-2015-5579550,0.33 ,1,诺基亚,"诺基亚 信号增强器, 整包",1262.00 ,2016/4/11,中国,中南,钦州,电话,许绅,0.00 ,6,广西,技术,消费者,2016/4/7,标准级,3825.00 
CN-2015-5579550,0.37 ,1,Brother,"Brother 复印机, 数字化",904.00 ,2016/4/11,中国,中南,钦州,复印机,许绅,0.00 ,2,广西,技术,消费者,2016/4/7,标准级,2445.00 
CN-2015-5679752,0.10 ,1,Stockwell,"Stockwell 按钉, 整包",12.00 ,2016/12/15,中国,华东,无锡,系固件,常盛,0.40 ,3,江苏,办公用品,消费者,2016/12/8,标准级,117.00 
CN-2015-5679752,-0.23 ,1,摩托罗拉,"摩托罗拉 智能手机, 整包",-255.00 ,2016/12/15,中国,华东,无锡,电话,常盛,0.40 ,3,江苏,技术,消费者,2016/12/8,标准级,1091.00 
CN-2014-4282122,0.10 ,1,GlobeWeis,"GlobeWeis 马尼拉纸信封, 银色",69.00 ,2015/8/21,中国,中南,洛阳,信封,常明媚,0.00 ,5,河南,办公用品,消费者,2015/8/16,标准级,695.00 
CN-2013-2957814,-0.53 ,1,贝尔金,"贝尔金 鼠标, 可编程",-189.00 ,2014/11/26,中国,东北,昌图,配件,韦磊,0.40 ,3,辽宁,技术,小型企业,2014/11/24,一级,355.00 
CN-2013-2957814,0.06 ,1,Ames,"Ames 马尼拉纸信封, 银色",38.00 ,2014/11/26,中国,东北,昌图,信封,韦磊,0.00 ,5,辽宁,办公用品,小型企业,2014/11/24,一级,632.00 
CN-2013-2957814,-0.03 ,1,SanDisk,"SanDisk 键区, 实惠",-21.00 ,2014/11/26,中国,东北,昌图,配件,韦磊,0.40 ,4,辽宁,技术,小型企业,2014/11/24,一级,620.00 
CN-2013-2957814,-0.62 ,1,Office Star,"Office Star 摇椅, 每套两件",-1483.00 ,2014/11/26,中国,东北,昌图,椅子,韦磊,0.40 ,6,辽宁,家具,小型企业,2014/11/24,一级,2405.00 
CN-2013-2957814,-0.63 ,1,Novimex,"Novimex 沙滩椅, 可调",-774.00 ,2014/11/26,中国,东北,昌图,椅子,韦磊,0.40 ,9,辽宁,家具,小型企业,2014/11/24,一级,1221.00 
CN-2012-1340062,0.16 ,1,Hamilton Beach,"Hamilton Beach 烤面包机, 银色",43.00 ,2013/5/25,中国,华北,邯郸,器具,严恒,0.00 ,1,河北,办公用品,消费者,2013/5/19,标准级,272.00 
US-2015-1911148,-0.25 ,1,Cardinal,"Cardinal 订书机, 回收",-176.00 ,2016/12/10,中国,东北,苏家屯,装订机,常升,0.40 ,5,辽宁,办公用品,消费者,2016/12/4,标准级,702.00 
US-2015-5235171,-0.29 ,1,Chromcraft,"Chromcraft 培训桌, 长方形",-867.00 ,2016/6/10,中国,华东,界首,桌子,陈昌,0.25 ,3,安徽,家具,消费者,2016/6/5,标准级,2955.00 
US-2015-5235171,0.34 ,1,Ibico,"Ibico 孔加固材料, 回收",46.00 ,2016/6/10,中国,华东,界首,装订机,陈昌,0.00 ,4,安徽,办公用品,消费者,2016/6/5,标准级,137.00 
US-2015-5235171,0.25 ,1,Bush,"Bush 书架, 黑色",291.00 ,2016/6/10,中国,华东,界首,书架,陈昌,0.00 ,2,安徽,家具,消费者,2016/6/5,标准级,1165.00 
CN-2014-5404138,0.24 ,1,施乐,"施乐 笔记本, 优质",88.00 ,2015/3/24,中国,华东,蓬莱,纸张,冯婷,0.00 ,3,山东,办公用品,小型企业,2015/3/19,二级,369.00 
CN-2013-2161331,0.19 ,1,Harbour Creations,"Harbour Creations 扶手椅, 每套两件",844.00 ,2014/6/29,中国,华东,青岛,椅子,韦诚,0.00 ,2,山东,家具,公司,2014/6/22,标准级,4441.00 
CN-2012-1047687,0.19 ,1,Acco,"Acco 装订机盖, 实惠",24.00 ,2013/1/28,中国,中南,南宁,装订机,唐安,0.00 ,2,广西,办公用品,消费者,2013/1/26,二级,124.00 
CN-2015-3503696,0.30 ,1,Advantus,"Advantus 灯泡, 黑色",28.00 ,2016/10/12,中国,中南,深圳,用具,韩杰,0.00 ,1,广东,家具,消费者,2016/10/6,标准级,94.00 
CN-2015-3503696,0.35 ,1,松下,"松下 电话, 红色",268.00 ,2016/10/12,中国,中南,深圳,设备,韩杰,0.00 ,2,广东,技术,消费者,2016/10/6,标准级,765.00 
CN-2014-5926511,0.36 ,1,宜家,"宜家 搁架, 传统",286.00 ,2015/11/11,中国,东北,长春,书架,秦淑芳,0.00 ,1,吉林,家具,公司,2015/11/9,二级,795.00 
CN-2014-5926511,0.09 ,1,Hon,"Hon 凳子, 红色",137.00 ,2015/11/11,中国,东北,长春,椅子,秦淑芳,0.00 ,2,吉林,家具,公司,2015/11/9,二级,1527.00 
CN-2014-1122727,0.45 ,1,Sauder,"Sauder 书架, 黑色",4044.00 ,2015/11/14,中国,东北,延吉,书架,潘莞颖,0.00 ,13,吉林,家具,消费者,2015/11/8,标准级,8989.00 
US-2015-2042105,-0.27 ,1,Wilson Jones,"Wilson Jones 孔加固材料, 实惠",-10.00 ,2016/12/30,中国,东北,本溪,装订机,沈虢,0.40 ,3,辽宁,办公用品,消费者,2016/12/23,标准级,38.00 
CN-2014-2470286,0.36 ,1,Hewlett,"Hewlett 无线传真机, 彩色",1282.00 ,2015/9/5,中国,华东,莱州,复印机,何娇,0.00 ,2,山东,技术,公司,2015/9/1,标准级,3562.00 
CN-2013-1182921,0.00 ,1,Wilson Jones,"Wilson Jones 标签, 实惠",0.00 ,2014/10/16,中国,华北,阿里河,装订机,武廉,0.40 ,5,内蒙古,办公用品,消费者,2014/10/13,二级,90.00 
CN-2013-1182921,-3.40 ,1,Binney & Smith,"Binney & Smith 荧光笔, 整包",-268.00 ,2014/10/16,中国,华北,阿里河,美术,武廉,0.80 ,5,内蒙古,办公用品,消费者,2014/10/13,二级,79.00 
CN-2013-1182921,-1.00 ,1,Chromcraft,"Chromcraft 培训桌, 白色",-5874.00 ,2014/10/16,中国,华北,阿里河,桌子,武廉,0.60 ,11,内蒙古,家具,消费者,2014/10/13,二级,5874.00 
CN-2013-1182921,-0.33 ,1,Harbour Creations,"Harbour Creations 凳子, 红色",-168.00 ,2014/10/16,中国,华北,阿里河,椅子,武廉,0.40 ,1,内蒙古,家具,消费者,2014/10/13,二级,504.00 
US-2013-4150614,-0.47 ,1,惠普,"惠普 个人复印机, 彩色",-986.00 ,2014/5/8,中国,华东,杭州,复印机,邱梦,0.40 ,6,浙江,技术,消费者,2014/5/4,二级,2112.00 
US-2013-4150614,-3.60 ,1,Boston,"Boston 画布, 整包",-362.00 ,2014/5/8,中国,华东,杭州,美术,邱梦,0.80 ,2,浙江,办公用品,消费者,2014/5/4,二级,101.00 
US-2013-4150614,0.49 ,1,Jiffy,"Jiffy 搭扣信封, 红色",302.00 ,2014/5/8,中国,华东,杭州,信封,邱梦,0.00 ,11,浙江,办公用品,消费者,2014/5/4,二级,619.00 
US-2013-4150614,-0.58 ,1,Stockwell,"Stockwell 夹子, 金属",-127.00 ,2014/5/8,中国,华东,杭州,系固件,邱梦,0.40 ,4,浙江,办公用品,消费者,2014/5/4,二级,217.00 
CN-2013-2900587,0.28 ,1,Kraft,"Kraft 局间信封, 回收",239.00 ,2014/4/25,中国,华东,潍坊,信封,白聪,0.00 ,4,山东,办公用品,公司,2014/4/20,标准级,853.00 
CN-2013-2900587,0.20 ,1,思科,"思科 智能手机, 蓝色",258.00 ,2014/4/25,中国,华东,潍坊,电话,白聪,0.00 ,2,山东,技术,公司,2014/4/20,标准级,1292.00 
CN-2014-5869494,0.34 ,1,柯尼卡,"柯尼卡 打印机, 红色",1261.00 ,2015/2/25,中国,华北,衡水,设备,田江丽,0.00 ,3,河北,技术,公司,2015/2/19,标准级,3710.00 
CN-2014-5869494,0.24 ,1,SanDisk,"SanDisk 笔记本, 每包 12 个",76.00 ,2015/2/25,中国,华北,衡水,纸张,田江丽,0.00 ,2,河北,办公用品,公司,2015/2/19,标准级,317.00 
CN-2015-4080706,0.28 ,1,佳能,"佳能 传真机, 数字化",831.00 ,2016/11/6,中国,中南,西华,复印机,李丽丽,0.00 ,2,河南,技术,消费者,2016/11/2,标准级,2968.00 
CN-2015-4080706,0.22 ,1,Brother,"Brother 墨水, 每套两件",454.00 ,2016/11/6,中国,中南,西华,复印机,李丽丽,0.00 ,3,河南,技术,消费者,2016/11/2,标准级,2062.00 
CN-2014-4795502,0.22 ,1,Rogers,"Rogers 锁柜, 单宽度",1086.00 ,2015/2/15,中国,华北,东胜,收纳具,黄磊,0.00 ,5,内蒙古,办公用品,消费者,2015/2/13,二级,4939.00 
CN-2014-4795502,-0.25 ,1,Office Star,"Office Star 沙滩椅, 红色",-39.00 ,2015/2/15,中国,华北,东胜,椅子,黄磊,0.40 ,1,内蒙古,家具,消费者,2015/2/13,二级,155.00 
CN-2014-4795502,-0.03 ,1,Deflect-O,"Deflect-O 分层置放架, 黑色",-7.00 ,2015/2/15,中国,华北,东胜,用具,黄磊,0.40 ,3,内蒙古,家具,消费者,2015/2/13,二级,212.00 
CN-2014-4795502,-3.25 ,1,BIC,"BIC 钢笔, 混合尺寸",-159.00 ,2015/2/15,中国,华北,东胜,美术,黄磊,0.80 ,3,内蒙古,办公用品,消费者,2015/2/13,二级,49.00 
CN-2014-4795502,-0.15 ,1,夏普,"夏普 传真复印机, 彩色",-143.00 ,2015/2/15,中国,华北,东胜,复印机,黄磊,0.40 ,2,内蒙古,技术,消费者,2015/2/13,二级,952.00 
CN-2014-4795502,-0.02 ,1,惠普,"惠普 传真机, 红色",-14.00 ,2015/2/15,中国,华北,东胜,复印机,黄磊,0.40 ,1,内蒙古,技术,消费者,2015/2/13,二级,835.00 
CN-2015-5869494,0.37 ,1,Accos,"Accos 回形针, 整包",97.00 ,2016/12/12,中国,东北,海林,系固件,苏江丽,0.00 ,4,黑龙江,办公用品,公司,2016/12/8,标准级,262.00 
CN-2015-5869494,0.15 ,1,Stiletto,"Stiletto 剪刀, 钢",64.00 ,2016/12/12,中国,东北,海林,用品,苏江丽,0.00 ,4,黑龙江,办公用品,公司,2016/12/8,标准级,430.00 
US-2015-5099065,-0.27 ,1,Wilson Jones,"Wilson Jones 订书机, 透明",-109.00 ,2016/11/27,中国,中南,沙市,装订机,袁关茵,0.40 ,3,湖北,办公用品,消费者,2016/11/25,一级,407.00 
US-2015-5099065,0.15 ,1,Advantus,"Advantus 框架, 黑色",47.00 ,2016/11/27,中国,中南,沙市,用具,袁关茵,0.40 ,1,湖北,家具,消费者,2016/11/25,一级,311.00 
CN-2013-4687313,-0.42 ,1,Memorex,"Memorex 鼠标, 可编程",-173.00 ,2014/4/7,中国,东北,沈阳,配件,余雯,0.40 ,5,辽宁,技术,消费者,2014/4/2,标准级,415.00 
CN-2013-4687313,-0.13 ,1,StarTech,"StarTech 收据打印机, 耐用",-83.00 ,2014/4/7,中国,东北,沈阳,设备,余雯,0.40 ,2,辽宁,技术,消费者,2014/4/2,标准级,620.00 
US-2015-5260002,-0.33 ,1,松下,"松下 计算器, 多色",-188.00 ,2016/5/23,中国,中南,鄂州,设备,郝升,0.40 ,4,湖北,技术,消费者,2016/5/19,标准级,563.00 
US-2015-5260002,-3.71 ,1,Stanley,"Stanley 钢笔, 金属",-352.00 ,2016/5/23,中国,中南,鄂州,美术,郝升,0.80 ,9,湖北,办公用品,消费者,2016/5/19,标准级,95.00 
CN-2015-2292031,0.08 ,1,Advantus,"Advantus 按钉, 每包 12 个",20.00 ,2016/6/20,中国,东北,绥芬河市,系固件,龙锦,0.00 ,4,黑龙江,办公用品,小型企业,2016/6/15,标准级,259.00 
CN-2015-2292031,0.35 ,1,Green Bar,"Green Bar 信纸, 优质",474.00 ,2016/6/20,中国,东北,绥芬河市,纸张,龙锦,0.00 ,6,黑龙江,办公用品,小型企业,2016/6/15,标准级,1355.00 
CN-2015-2292031,0.37 ,1,OIC,"OIC 订书钉, 每包 12 个",185.00 ,2016/6/20,中国,东北,绥芬河市,系固件,龙锦,0.00 ,10,黑龙江,办公用品,小型企业,2016/6/15,标准级,503.00 
US-2015-3189070,0.14 ,1,Hewlett,"Hewlett 无线传真机, 每套两件",390.00 ,2016/5/25,中国,西南,涪陵,复印机,邢宁,0.20 ,2,重庆,技术,公司,2016/5/19,标准级,2839.00 
CN-2012-1738807,0.18 ,1,Accos,"Accos 回形针, 金属",12.00 ,2013/3/14,中国,中南,浯溪,系固件,袁德,0.00 ,1,湖南,办公用品,消费者,2013/3/8,标准级,66.00 
US-2013-3566090,0.22 ,1,Bush,"Bush 墙角架, 金属",507.00 ,2014/7/6,中国,中南,信阳,书架,白立荣,0.00 ,4,河南,家具,消费者,2014/7/4,一级,2304.00 
CN-2012-2936253,0.12 ,1,Binney & Smith,"Binney & Smith 钢笔, 蓝色",28.00 ,2013/4/23,中国,中南,阳春,美术,薛芳,0.20 ,5,广东,办公用品,公司,2013/4/20,一级,223.00 
CN-2012-2936253,0.17 ,1,Deflect-O,"Deflect-O 框架, 一包多件",349.00 ,2013/4/23,中国,中南,阳春,用具,薛芳,0.00 ,4,广东,家具,公司,2013/4/20,一级,2055.00 
CN-2012-2936253,0.37 ,1,Office Star,"Office Star 摇椅, 可调",442.00 ,2013/4/23,中国,中南,阳春,椅子,薛芳,0.10 ,2,广东,家具,公司,2013/4/20,一级,1205.00 
CN-2012-2936253,-0.08 ,1,Office Star,"Office Star 摇椅, 每套两件",-47.00 ,2013/4/23,中国,中南,阳春,椅子,薛芳,0.10 ,1,广东,家具,公司,2013/4/20,一级,601.00 
CN-2012-2936253,0.35 ,1,Fellowes,"Fellowes 文件夹, 单宽度",172.00 ,2013/4/23,中国,中南,阳春,收纳具,薛芳,0.00 ,4,广东,办公用品,公司,2013/4/20,一级,493.00 
CN-2013-5874531,0.07 ,1,Cuisinart,"Cuisinart 咖啡研磨机, 银色",38.00 ,2014/5/12,中国,华东,上海,器具,田丹,0.00 ,3,上海,办公用品,消费者,2014/5/9,一级,551.00 
CN-2015-3902607,0.22 ,1,Avery,"Avery 有色标签, 耐用",98.00 ,2017/1/2,中国,华东,无锡,标签,余婵,0.00 ,7,江苏,办公用品,公司,2016/12/28,标准级,447.00 
CN-2015-3902607,0.09 ,1,Cameo,"Cameo 外皮和封条, 每套 50 个",35.00 ,2017/1/2,中国,华东,无锡,信封,余婵,0.00 ,4,江苏,办公用品,公司,2016/12/28,标准级,392.00 
CN-2015-3902607,0.33 ,1,Cameo,"Cameo 局间信封, 银色",230.00 ,2017/1/2,中国,华东,无锡,信封,余婵,0.00 ,3,江苏,办公用品,公司,2016/12/28,标准级,698.00 
CN-2015-3902607,-0.22 ,1,SanDisk,"SanDisk 鼠标, 回收",-44.00 ,2017/1/2,中国,华东,无锡,配件,余婵,0.40 ,2,江苏,技术,公司,2016/12/28,标准级,202.00 
CN-2015-5774848,0.47 ,1,Smead,"Smead 锁柜, 金属",1299.00 ,2016/11/28,中国,华东,淮南,收纳具,涂丽,0.00 ,3,安徽,办公用品,消费者,2016/11/23,二级,2765.00 
CN-2012-1646975,0.15 ,1,Office Star,"Office Star 折叠椅, 每套两件",66.00 ,2013/2/11,中国,华东,上海,椅子,周木兰,0.00 ,1,上海,家具,消费者,2013/2/8,二级,438.00 
CN-2014-5623341,0.36 ,1,Eldon,"Eldon 盒, 金属",47.00 ,2016/1/3,中国,华东,上虞,收纳具,付芳茵,0.00 ,3,浙江,办公用品,小型企业,2015/12/28,标准级,131.00 
CN-2014-5623341,-0.57 ,1,Stiletto,"Stiletto 大剪刀, 钢",-226.00 ,2016/1/3,中国,华东,上虞,用品,付芳茵,0.40 ,3,浙江,办公用品,小型企业,2015/12/28,标准级,399.00 
CN-2014-5623341,-0.39 ,1,Kleencut,"Kleencut 尺子, 蓝色",-59.00 ,2016/1/3,中国,华东,上虞,用品,付芳茵,0.40 ,4,浙江,办公用品,小型企业,2015/12/28,标准级,152.00 
CN-2014-5623341,-0.60 ,1,Rubbermaid,"Rubvermaid 闹钟, 优质",-410.00 ,2016/1/3,中国,华东,上虞,用具,付芳茵,0.40 ,5,浙江,家具,小型企业,2015/12/28,标准级,683.00 
CN-2014-4957098,-0.02 ,1,Fiskars,"Fiskars 美工刀, 锯齿状",-2.00 ,2015/3/5,中国,东北,南台,用品,贾彩,0.40 ,1,辽宁,办公用品,公司,2015/2/26,标准级,90.00 
CN-2014-5036114,-0.15 ,1,Safco,"SAFCO 扶手椅, 可调",-1170.00 ,2015/9/5,中国,东北,大连,椅子,贺升,0.40 ,6,辽宁,家具,消费者,2015/9/4,一级,7794.00 
CN-2014-5036114,-3.55 ,1,Sanford,"Sanford 画布, 蓝色",-837.00 ,2015/9/5,中国,东北,大连,美术,贺升,0.80 ,5,辽宁,办公用品,消费者,2015/9/4,一级,236.00 
CN-2014-5036114,-0.20 ,1,Hamilton Beach,"Hamilton Beach 炉灶, 黑色",-607.00 ,2015/9/5,中国,东北,大连,器具,贺升,0.40 ,2,辽宁,办公用品,消费者,2015/9/4,一级,3034.00 
CN-2014-5036114,-0.33 ,1,Brother,"Brother 个人复印机, 红色",-264.00 ,2015/9/5,中国,东北,大连,复印机,贺升,0.40 ,2,辽宁,技术,消费者,2015/9/4,一级,790.00 
CN-2014-5036114,-0.35 ,1,Office Star,"Office Star 折叠椅, 红色",-270.00 ,2015/9/5,中国,东北,大连,椅子,贺升,0.40 ,3,辽宁,家具,消费者,2015/9/4,一级,770.00 
CN-2014-5036114,-0.28 ,1,Acco,"Acco 订书机, 回收",-164.00 ,2015/9/5,中国,东北,大连,装订机,贺升,0.40 ,4,辽宁,办公用品,消费者,2015/9/4,一级,576.00 
CN-2014-5036114,-3.40 ,1,Stanley,"Stanley 画布, 整包",-158.00 ,2015/9/5,中国,东北,大连,美术,贺升,0.80 ,1,辽宁,办公用品,消费者,2015/9/4,一级,46.00 
US-2014-2386979,-0.03 ,1,Ibico,"Ibico 订书机, 回收",-40.00 ,2015/10/18,中国,中南,武汉,装订机,俞丹,0.40 ,8,湖北,办公用品,消费者,2015/10/15,二级,1160.00 
CN-2012-1231498,0.04 ,1,Ibico,"Ibico 打孔机, 耐用",41.00 ,2013/6/27,中国,中南,东莞,装订机,曾幂,0.00 ,7,广东,办公用品,消费者,2013/6/24,一级,1044.00 
CN-2012-1231498,0.19 ,1,Safco,"SAFCO 扶手椅, 黑色",728.00 ,2013/6/27,中国,中南,东莞,椅子,曾幂,0.10 ,2,广东,家具,消费者,2013/6/24,一级,3856.00 
CN-2013-2697955,0.18 ,1,Harbour Creations,"Harbour Creations 沙滩椅, 可调",161.00 ,2014/3/16,中国,东北,佳木斯,椅子,徐虢,0.00 ,3,黑龙江,家具,公司,2014/3/10,标准级,898.00 
CN-2013-2697955,0.07 ,1,Office Star,"Office Star 折叠椅, 黑色",204.00 ,2014/3/16,中国,东北,佳木斯,椅子,徐虢,0.00 ,7,黑龙江,家具,公司,2014/3/10,标准级,2916.00 
CN-2015-4200185,0.30 ,1,Stiletto,"Stiletto 美工刀, 锯齿状",137.00 ,2016/2/11,中国,中南,鹤壁,用品,潘磊,0.00 ,3,河南,办公用品,消费者,2016/2/7,标准级,457.00 
CN-2014-2647402,0.18 ,1,柯尼卡,"柯尼卡 电话, 多色",217.00 ,2015/11/11,中国,中南,深圳,设备,熊丽,0.00 ,3,广东,技术,公司,2015/11/9,一级,1207.00 
CN-2015-3069391,0.14 ,1,Sauder,"Sauder 搁架, 金属",380.00 ,2016/1/12,中国,华北,天津,书架,戴康,0.00 ,3,天津,家具,消费者,2016/1/10,一级,2717.00 
US-2013-5586841,-0.55 ,1,Safco,"SAFCO 凳子, 每套两件",-1835.00 ,2014/8/24,中国,西南,西昌,椅子,彭绅,0.40 ,7,四川,家具,公司,2014/8/21,二级,3336.00 
US-2013-5586841,-0.18 ,1,Bush,"Bush 搁架, 黑色",-266.00 ,2014/8/24,中国,西南,西昌,书架,彭绅,0.40 ,3,四川,家具,公司,2014/8/21,二级,1450.00 
CN-2013-3415334,0.11 ,1,宜家,"宜家 墙角架, 黑色",192.00 ,2014/6/1,中国,中南,郑州,书架,袁丽娜,0.00 ,3,河南,家具,公司,2014/5/28,标准级,1742.00 
CN-2013-3415334,0.45 ,1,三星,"三星 充电器, 混合尺寸",6710.00 ,2014/6/1,中国,中南,郑州,电话,袁丽娜,0.00 ,5,河南,技术,公司,2014/5/28,标准级,14910.00 
CN-2013-3415334,0.11 ,1,Eldon,"Eldon 文件车, 工业",329.00 ,2014/6/1,中国,中南,郑州,收纳具,袁丽娜,0.00 ,5,河南,办公用品,公司,2014/5/28,标准级,2995.00 
US-2015-5353587,0.24 ,1,Hamilton Beach,"Hamilton Beach 烤面包机, 黑色",319.00 ,2016/6/5,中国,中南,新乡,器具,葛彩,0.00 ,5,河南,办公用品,消费者,2016/6/5,当日,1329.00 
US-2015-5353587,0.33 ,1,Smead,"Smead 文件车, 单宽度",395.00 ,2016/6/5,中国,中南,新乡,收纳具,葛彩,0.00 ,2,河南,办公用品,消费者,2016/6/5,当日,1199.00 
